customerID,tenure,MonthlyCharges,TotalCharges,Churn,TotalCharges_numeric,TotalCharges_log,gender_Male,SeniorCitizen_1,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
5035-BVCXS,0.15277777777777776,0.5736318407960199,866.4,0,866.4,0.6212961266179904,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6267-DCFFZ,0.41666666666666663,0.7144278606965173,2627.2,0,2627.2,0.8035113569316565,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
3533-UVMOM,0.9444444444444444,0.5243781094527363,4741.45,0,4741.45,0.9005326730441217,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2439-LYPMQ,0.5277777777777778,0.8393034825870646,4009.2,0,4009.2,0.8729653978939655,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
4248-QPAVC,0.2361111111111111,0.6676616915422885,1463.45,1,1463.45,0.7073834390081293,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1899-VXWXM,0.6666666666666666,0.8741293532338307,5082.8,1,5082.8,0.9119573678193886,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0
1478-VPOAD,0.013888888888888888,0.254228855721393,43.8,0,43.8,0.13421400897933627,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9995-HOTOH,0.875,0.4054726368159204,3707.6,0,3707.6,0.8601137022561522,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0
2988-PLAHS,0.041666666666666664,0.5144278606965175,220.45,0,220.45,0.39687853592765404,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0
1371-OJCEK,0.6666666666666666,0.06069651741293533,1133.7,0,1133.7,0.6654502715177424,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
4999-IEZLT,0.9166666666666666,0.11144278606965174,1983.15,0,1983.15,0.7573049880552394,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
8883-ANODQ,0.9444444444444444,0.6582089552238807,5746.75,0,5746.75,0.9321339367400905,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
4690-LLKUA,0.2361111111111111,0.2666666666666666,770.6,1,770.6,0.6020590272662383,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2351-RRBUE,0.09722222222222221,0.023880597014925342,134.05,0,134.05,0.31558809736865073,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
5980-BDHPY,1.0,0.6850746268656716,6230.1,0,6230.1,0.9454060530825954,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
1498-DQNRX,0.40277777777777773,0.015920398009950265,573.05,0,573.05,0.5534460573322415,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
9469-WEJBT,0.5138888888888888,0.717412935323383,3419.3,0,3419.3,0.8468117076869182,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
3331-HQDTW,0.4722222222222222,0.9109452736318407,3587.25,1,3587.25,0.8546910996239474,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1
9490-DFPMD,0.5833333333333333,0.6606965174129353,3541.35,1,3541.35,0.8525749307199975,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
2581-VKIRT,0.8194444444444444,0.4701492537313433,3801.3,0,3801.3,0.8642150619735154,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
5442-XSDCW,0.15277777777777776,0.6094527363184079,868.5,1,868.5,0.6216935948383768,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7426-WEIJX,0.8333333333333333,0.6238805970149254,4859.1,0,4859.1,0.9045606298579296,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2851-MMUTZ,0.375,0.3771144278606965,1439.35,0,1439.35,0.7046559155727647,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
3049-NDXFL,0.013888888888888888,0.672139303482587,85.8,1,85.8,0.24292937126404862,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
8580-AECUZ,0.013888888888888888,0.6054726368159203,79.1,1,79.1,0.2297252458603672,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
3307-TLCUD,0.2361111111111111,0.16069651741293528,592.75,0,592.75,0.558992272009464,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6625-FLENO,0.8055555555555555,0.02487562189054726,1185.95,0,1185.95,0.6728500821348746,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
2967-MXRAV,0.013888888888888888,0.00547263681592039,18.8,0,18.8,0.0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
7963-GQRMY,0.041666666666666664,0.25920398009950246,134.5,1,134.5,0.3161348905562527,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8189-HBVRW,0.736111111111111,0.7218905472636815,4921.2,0,4921.2,0.9066475901017015,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4163-KIUHY,0.4861111111111111,0.07313432835820893,901.25,0,901.25,0.627770970081754,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
1228-FZFRV,0.6944444444444444,0.872636815920398,5341.8,1,5341.8,0.9201251494866147,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
3500-NSDOA,0.9444444444444444,0.5228855721393034,4859.95,0,4859.95,0.9045893749344465,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
1171-TYKUR,0.6527777777777778,0.07114427860696515,1139.2,0,1139.2,0.6662450735046213,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
3761-FLYZI,0.9027777777777777,0.9009950248756219,7082.45,0,7082.45,0.9664798848711464,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0
2058-DCJBE,0.06944444444444445,0.5124378109452736,324.6,1,324.6,0.4602394547028445,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5364-XYIRR,0.7083333333333333,0.7601990049751244,4812.75,1,4812.75,0.9029855178881891,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
4829-AUOAX,0.6388888888888888,0.7741293532338308,4399.5,1,4399.5,0.8882317811738161,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1219-NNDDO,0.125,0.5830845771144277,663.55,0,663.55,0.5775090629008837,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8388-DMKAE,0.1111111111111111,0.019900497512437804,174.65,0,174.65,0.3587929863448465,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
4403-BWPAY,0.19444444444444442,0.06517412935323383,321.7,0,321.7,0.45876889523304193,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
9659-QEQSY,0.625,0.9691542288557214,5125.5,0,5125.5,0.9133321997917199,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
5405-ZMYXQ,0.1111111111111111,0.5606965174129352,548.9,0,548.9,0.5463813412858092,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
5047-LHVLY,0.013888888888888888,0.31741293532338305,50.15,1,50.15,0.15600222726697827,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1442-OKRJE,0.9166666666666666,0.8447761194029851,7031.3,0,7031.3,0.9652886392974453,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0
4737-AQCPU,1.0,0.535820895522388,5016.65,0,5016.65,0.9098045362303755,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0
9158-VCTQB,0.5694444444444444,0.9487562189054725,4594.95,1,4594.95,0.8953749442366938,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
2808-CHTDM,0.3194444444444444,0.0681592039800995,611.45,0,611.45,0.5640892739557235,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
6311-UEUME,0.40277777777777773,0.6034825870646766,2384.15,1,2384.15,0.78756116489058,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0793-TWELN,0.05555555555555555,0.6159203980099502,319.85,0,319.85,0.4578238592407536,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3283-WCWXT,0.08333333333333333,0.07114427860696515,153.3,0,153.3,0.33749126526414014,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
1060-ENTOF,0.9305555555555555,0.8671641791044776,7035.6,0,7035.6,0.9653891161553683,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0
0999-QXNSA,0.09722222222222221,0.2736318407960199,344.2,0,344.2,0.46984770645858326,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5451-MHQOF,0.7777777777777777,0.061691542288557194,1431.65,0,1431.65,0.703774838585369,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
4836-WNFNO,1.0,0.06716417910447761,1849.2,0,1849.2,0.7458159028925364,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
9225-BZLNZ,1.0,0.6666666666666666,6083.1,0,6083.1,0.9414818252658521,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0
0354-VXMJC,0.3194444444444444,0.013432835820895522,426.65,0,426.65,0.5050530801908331,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
4422-QVIJA,0.4861111111111111,0.31741293532338305,1655.35,0,1655.35,0.727623649544817,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9365-SRSZE,0.375,0.5203980099502488,1943.9,0,1943.9,0.7540208283220939,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6839-ITVZJ,0.3611111111111111,0.4159203980099502,1616.15,1,1616.15,0.7236867693262141,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
8332-OSJDW,0.16666666666666666,0.08109452736318407,314.95,0,314.95,0.45529421576884427,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
4735-BJKOU,0.5555555555555556,0.018905472636815884,804.85,0,804.85,0.6091979215675205,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
0274-JKUJR,0.09722222222222221,0.4039800995024876,465.7,0,465.7,0.5194161563148709,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
5740-YHGTW,0.9722222222222222,0.7890547263681591,6669.05,0,6669.05,0.9565955875225334,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
8917-SZTTJ,0.8333333333333333,0.013930348258706454,1161.75,0,1161.75,0.6694641673435775,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
1696-MZVAU,0.5416666666666666,0.06965174129353235,947.75,0,947.75,0.6360312666168972,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
7359-WWYJV,1.0,0.9572139303482586,8375.05,0,8375.05,0.9940311504244732,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
0375-HVGXO,0.013888888888888888,0.16368159203980104,34.7,1,34.7,0.09689213167253691,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
4906-ZHGPK,0.75,0.5218905472636816,3770,0,3770.0,0.8628563751343776,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0
8593-WHYHV,0.041666666666666664,0.6671641791044776,264.8,1,264.8,0.42688419532360095,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
3795-GWTRD,0.875,0.5701492537313433,4707.85,0,4707.85,0.8993639616516145,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
1298-PHBTI,0.986111111111111,0.6621890547263681,6152.4,0,6152.4,0.9433434960849285,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0
6223-DHJGV,0.5833333333333333,0.023880597014925342,958.1,0,958.1,0.6378147049744312,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
6961-MJKBO,0.6527777777777778,0.021890547263681587,943,0,943.0,0.6352062570482395,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
6097-EQISJ,0.9166666666666666,0.8378109452736319,6615.15,1,6615.15,0.9552619184466666,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0
4423-YLHDV,0.29166666666666663,0.8572139303482588,2200.25,1,2200.25,0.7743725123082787,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
8158-WPEZG,0.15277777777777776,0.1731343283582089,425.1,0,425.1,0.504456238464634,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0107-YHINA,0.013888888888888888,0.8109452736318408,99.75,1,99.75,0.26742664093835905,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
4918-FYJNT,0.7638888888888888,0.718407960199005,5044.8,0,5044.8,0.910724118010475,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
0727-BNRLG,0.9583333333333333,0.7900497512437811,6743.55,0,6743.55,0.9584213350855875,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0
4854-CIDCF,0.041666666666666664,0.553233830845771,196.4,0,196.4,0.3779815627529129,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8640-SDGKB,0.05555555555555555,0.5587064676616916,299.7,1,299.7,0.44716258992342356,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0
3280-MRDOF,0.41666666666666663,0.5059701492537313,2093.9,0,2093.9,0.7662328851540399,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0
6435-SRWBJ,0.06944444444444445,0.6417910447761194,417.75,0,417.75,0.5015961701488847,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
9964-WBQDJ,0.986111111111111,0.061194029850746234,1725.4,0,1725.4,0.73443225307814,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0
6303-KFWSL,0.40277777777777773,0.3681592039800995,1620.2,0,1620.2,0.7240979088072828,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1702-CCFNJ,0.7222222222222222,0.42885572139303485,3169.55,0,3169.55,0.8343485012826486,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8932-CZHRQ,0.9444444444444444,0.582089552238806,5233.25,0,5233.25,0.9167512026308413,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0
0386-CWRGM,0.6388888888888888,0.011442786069651711,967.85,0,967.85,0.6394772379598186,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
5515-RUGKN,0.1111111111111111,0.36318407960199006,438.05,0,438.05,0.5093774101211277,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
0404-AHASP,1.0,0.014427860696517386,1421.9,0,1421.9,0.7026523698491507,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
7279-NMVJC,0.2361111111111111,0.01641791044776117,323.15,0,323.15,0.45950581951394226,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
2081-VEYEH,0.041666666666666664,0.8925373134328359,318.6,0,318.6,0.4571822316163828,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
6407-UTSLV,0.027777777777777776,0.6522388059701492,163.7,0,163.7,0.3482127347604537,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4116-TZAQJ,0.125,0.5572139303482587,639.65,1,639.65,0.571488638565254,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
9060-HJJRW,0.7083333333333333,0.37960199004975126,2928.5,0,2928.5,0.8213510659175125,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0
2587-YNLES,0.08333333333333333,0.01840796019900498,100.35,0,100.35,0.26840262771135354,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
7398-SKNQZ,0.041666666666666664,0.7626865671641792,273.2,0,273.2,0.4319984020437501,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
5935-FCCNB,0.2361111111111111,0.7557213930348259,1608.15,0,1608.15,0.7228716074728108,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
1958-RNRKS,0.41666666666666663,0.31492537313432833,1441.95,0,1441.95,0.7049523586773208,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5136-RGMZO,0.4305555555555555,0.5253731343283582,2168.15,0,2168.15,0.7719578890817107,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
8345-MVDYC,0.625,0.6308457711442786,3618.7,0,3618.7,0.8561254965953242,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0
8226-BXGES,0.8888888888888888,0.708457711442786,5692.65,0,5692.65,0.9305794785270898,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3877-JRJIP,0.013888888888888888,0.41393034825870645,59.85,1,59.85,0.1845453068263913,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
8375-DKEBR,0.013888888888888888,0.5109452736318407,69.6,1,69.6,0.2089739916289463,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
9705-IOVQQ,0.8472222222222222,0.8034825870646766,5969.3,0,5969.3,0.93837821424657,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0
1015-OWJKI,0.013888888888888888,0.007960199004975133,19.05,0,19.05,0.002062410446024121,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
7511-YMXVQ,0.125,0.27014925373134324,418.8,1,418.8,0.5020078108241015,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
2040-XBAVJ,1.0,0.9572139303482586,8100.55,0,8100.55,0.9885541056391427,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
7551-JOHTI,0.013888888888888888,0.01243781094527363,19.5,1,19.5,0.005710766396215428,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
8887-IPQNC,0.09722222222222221,0.25870646766169153,313.45,0,313.45,0.4545119873441636,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8646-JCOMS,0.9166666666666666,0.7194029850746269,6130.95,0,6130.95,0.9427695145474126,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0
9804-ICWBG,0.013888888888888888,0.5139303482587065,69.9,1,69.9,0.20967097623267467,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1222-KJNZD,0.5555555555555556,0.021393034825870627,745.3,0,745.3,0.5965790935938429,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0
0106-GHRQR,0.2222222222222222,0.5288557213930348,1212.1,0,1212.1,0.6764320881387902,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
5318-IXUZF,0.027777777777777776,0.6855721393034826,183.75,1,183.75,0.3670954436176574,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3768-VHXQO,0.9305555555555555,0.06567164179104479,1583.5,0,1583.5,0.7203341665002017,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
8952-WCVCD,0.5694444444444444,0.8577114427860696,4162.05,0,4162.05,0.8791140371898225,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0
2418-TPEUN,0.7777777777777777,0.015422885572139305,1119.9,0,1119.9,0.6634389563050271,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0
3963-RYFNS,1.0,0.9771144278606966,8013.55,0,8013.55,0.9867794208089267,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
3198-VELRD,0.041666666666666664,0.6616915422885572,264.85,1,264.85,0.4269151126482655,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
8540-ZQGEA,0.75,0.01791044776119402,1102.4,0,1102.4,0.6608524629492203,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
1320-REHCS,0.7222222222222222,0.9203980099502488,5832,0,5832.0,0.9345539807578533,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
4137-JOPHL,0.6944444444444444,0.7109452736318408,4304.5,0,4304.5,0.8846443803797193,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
9436-ZBZCT,0.19444444444444442,0.7134328358208956,1178.4,1,1178.4,0.6718011988508461,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
7801-CEDNV,0.375,0.3029850746268657,1421.75,0,1421.75,0.7026350410888063,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2057-BOYKM,1.0,0.7796019900497512,6827.5,0,6827.5,0.960454658720006,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0
3658-QQJYD,0.861111111111111,0.5577114427860697,4698.05,0,4698.05,0.8990215163126192,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0
1803-BGNBD,0.16666666666666666,0.35870646766169145,654.5,0,654.5,0.5752552247742784,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0134-XWXCE,0.611111111111111,0.56318407960199,3268.05,0,3268.05,0.8393773541755176,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0
6950-TWMYB,0.75,0.6139303482587065,4362.05,0,4362.05,0.886826924186016,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
5848-FHRFC,0.9444444444444444,0.01791044776119402,1386.9,0,1386.9,0.6985586486102289,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
2243-FNMMI,0.2777777777777778,0.011442786069651711,415.4,0,415.4,0.5006711264649648,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
2511-MORQY,0.6944444444444444,0.36467661691542286,2614.1,0,2614.1,0.8026900126998955,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5356-KZCKT,0.8055555555555555,0.061691542288557194,1513.6,0,1513.6,0.7129181110807441,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0
9470-XCCEM,0.4861111111111111,0.7104477611940299,3161.6,0,3161.6,0.8339358289987646,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
